PurchaseOrderID,OrderDate,ShipDate,VendorID,VendorName,ProductID,ProductName,OrderQty,UnitPrice,TotalAmount,ProductCategory,ProductSubcategory
1466,2013-12-18,2013-12-27,1614,"Reliance Fitness, Inc.",344,Flat Washer 9,3,45.48,136.43,Uncategorized,Not Specified
1467,2013-12-18,2013-12-27,1588,Signature Cycles,931,LL Road Tire,550,34.35,18890.03,Accessories,Tires and Tubes
1467,2013-12-18,2013-12-27,1588,Signature Cycles,932,ML Road Tire,550,39.24,21581.18,Accessories,Tires and Tubes
1468,2013-12-18,2013-12-27,1622,Speed Corporation,349,Flat Washer 7,3,45.44,136.33,Uncategorized,Not Specified
1469,2013-12-19,2013-12-28,1632,Sport Fan Co.,928,LL Mountain Tire,550,32.77,18023.78,Accessories,Tires and Tubes
1469,2013-12-19,2013-12-28,1632,Sport Fan Co.,929,ML Mountain Tire,550,37.09,20397.3,Accessories,Tires and Tubes
1469,2013-12-19,2013-12-28,1632,Sport Fan Co.,930,HL Mountain Tire,550,43.04,23671.73,Accessories,Tires and Tubes
1470,2013-12-19,2013-12-28,1608,Sport Playground,332,Freewheel,550,10.82,5948.25,Uncategorized,Not Specified
1471,2013-12-19,2013-12-28,1576,Superior Bicycles,948,Front Brakes,550,82.83,45558.98,Components,Brakes
1471,2013-12-19,2013-12-28,1576,Superior Bicycles,907,Rear Brakes,550,82.83,45558.98,Components,Brakes
1472,2013-12-19,2013-12-28,1590,SUPERSALES INC.,325,Decal 1,1250,0.21,262.5,Uncategorized,Not Specified
1472,2013-12-19,2013-12-28,1590,SUPERSALES INC.,326,Decal 2,1250,0.21,262.5,Uncategorized,Not Specified
1473,2013-12-19,2013-12-28,1514,Training Systems,322,Chainring,60,28.7,1721.79,Uncategorized,Not Specified
1474,2013-12-19,2013-12-28,1498,"Trikes, Inc.",930,HL Mountain Tire,550,42.51,23382.98,Accessories,Tires and Tubes
1474,2013-12-19,2013-12-28,1498,"Trikes, Inc.",921,Mountain Tire Tube,550,5.59,3072.3,Accessories,Tires and Tubes
1475,2013-12-19,2013-12-28,1674,Varsity Sport Co.,952,Chain,60,15.74,944.37,Components,Chains
1476,2013-12-19,2013-12-28,1652,Victory Bikes,933,HL Road Tire,550,43.46,23902.73,Accessories,Tires and Tubes
1476,2013-12-19,2013-12-28,1652,Victory Bikes,934,Touring Tire,550,37.62,20691.83,Accessories,Tires and Tubes
1476,2013-12-19,2013-12-28,1652,Victory Bikes,922,Road Tire Tube,550,6.53,3592.05,Accessories,Tires and Tubes
1476,2013-12-19,2013-12-28,1652,Victory Bikes,923,Touring Tire Tube,550,6.18,3401.48,Accessories,Tires and Tubes
1477,2013-12-19,2013-12-28,1578,"Vision Cycles, Inc.",317,LL Crankarm,550,29.58,16268.18,Uncategorized,Not Specified
1477,2013-12-19,2013-12-28,1578,"Vision Cycles, Inc.",318,ML Crankarm,550,36.1,19854.45,Uncategorized,Not Specified
1477,2013-12-19,2013-12-28,1578,"Vision Cycles, Inc.",319,HL Crankarm,550,48.58,26720.93,Uncategorized,Not Specified
1478,2013-12-19,2013-12-28,1538,Vista Road Bikes,928,LL Mountain Tire,550,32.25,17735.03,Accessories,Tires and Tubes
1478,2013-12-19,2013-12-28,1538,Vista Road Bikes,929,ML Mountain Tire,550,36.56,20108.55,Accessories,Tires and Tubes
1479,2013-12-19,2013-12-28,1556,West Junction Cycles,319,HL Crankarm,550,46.42,25531.28,Uncategorized,Not Specified
1480,2013-12-19,2013-12-28,1554,WestAmerica Bicycle Co.,370,Thin-Jam Hex Nut 14,3,43.4,130.19,Uncategorized,Not Specified
1480,2013-12-19,2013-12-28,1554,WestAmerica Bicycle Co.,371,Thin-Jam Hex Nut 7,3,39.12,117.37,Uncategorized,Not Specified
1480,2013-12-19,2013-12-28,1554,WestAmerica Bicycle Co.,372,Thin-Jam Hex Nut 8,3,37.02,111.07,Uncategorized,Not Specified
1481,2013-12-19,2013-12-28,1688,Wood Fitness,2,Bearing Ball,3,41.92,125.75,Uncategorized,Not Specified
1482,2013-12-19,2013-12-28,1580,"Litware, Inc.",1,Adjustable Race,3,50.26,150.79,Uncategorized,Not Specified
1483,2013-12-19,2013-12-28,1496,Advanced Bicycles,361,Thin-Jam Hex Nut 1,3,49.85,149.56,Uncategorized,Not Specified
1483,2013-12-19,2013-12-28,1496,Advanced Bicycles,362,Thin-Jam Hex Nut 2,3,45.58,136.74,Uncategorized,Not Specified
1483,2013-12-19,2013-12-28,1496,Advanced Bicycles,363,Thin-Jam Hex Nut 15,3,43.48,130.44,Uncategorized,Not Specified
1484,2013-12-19,2013-12-28,1494,Allenson Cycles,530,Seat Post,550,16.09,8847.3,Uncategorized,Not Specified
1485,2013-12-20,2013-12-29,1650,American Bicycles and Wheels,4,Headset Ball Bearings,3,57.03,171.08,Uncategorized,Not Specified
1486,2013-12-20,2013-12-29,1654,American Bikes,512,HL Road Rim,550,37.09,20397.3,Uncategorized,Not Specified
1487,2013-12-20,2013-12-29,1664,Anderson's Custom Bikes,513,Touring Rim,550,26.6,14628.08,Uncategorized,Not Specified
1488,2013-12-20,2013-12-29,1678,"Proseware, Inc.",317,LL Crankarm,550,27.06,14882.18,Uncategorized,Not Specified
1488,2013-12-20,2013-12-29,1678,"Proseware, Inc.",318,ML Crankarm,550,33.58,18468.45,Uncategorized,Not Specified
1488,2013-12-20,2013-12-29,1678,"Proseware, Inc.",319,HL Crankarm,550,46.06,25334.93,Uncategorized,Not Specified
1489,2013-12-20,2013-12-29,1616,Aurora Bike Center,410,External Lock Washer 8,3,41.17,123.51,Uncategorized,Not Specified
1489,2013-12-20,2013-12-29,1616,Aurora Bike Center,411,External Lock Washer 2,3,45.44,136.33,Uncategorized,Not Specified
1489,2013-12-20,2013-12-29,1616,Aurora Bike Center,412,Internal Lock Washer 3,3,41.17,123.51,Uncategorized,Not Specified
1489,2013-12-20,2013-12-29,1616,Aurora Bike Center,413,Internal Lock Washer 4,3,39.07,117.21,Uncategorized,Not Specified
1489,2013-12-20,2013-12-29,1616,Aurora Bike Center,414,Internal Lock Washer 9,3,43.34,130.03,Uncategorized,Not Specified
1490,2013-12-20,2013-12-29,1492,Australia Bike Retailer,433,Thin-Jam Lock Nut 14,3,43.4,130.19,Uncategorized,Not Specified
1490,2013-12-20,2013-12-29,1492,Australia Bike Retailer,434,Thin-Jam Lock Nut 7,3,39.12,117.37,Uncategorized,Not Specified
1490,2013-12-20,2013-12-29,1492,Australia Bike Retailer,435,Thin-Jam Lock Nut 8,3,37.02,111.07,Uncategorized,Not Specified
1491,2013-12-20,2013-12-29,1602,Beaumont Bikes,322,Chainring,60,25.42,1525.23,Uncategorized,Not Specified
1492,2013-12-20,2013-12-29,1540,Bergeron Off-Roads,443,Lock Nut 8,3,39.12,117.37,Uncategorized,Not Specified
1492,2013-12-20,2013-12-29,1540,Bergeron Off-Roads,444,Lock Nut 9,3,37.02,111.07,Uncategorized,Not Specified
1493,2013-12-20,2013-12-29,1628,Bicycle Specialists,941,Touring Pedal,550,62.99,34644.23,Components,Pedals
1494,2013-12-20,2013-12-29,1604,Bike Satellite Inc.,320,Chainring Bolts,3,45.37,136.11,Uncategorized,Not Specified
1494,2013-12-20,2013-12-29,1604,Bike Satellite Inc.,321,Chainring Nut,3,40.49,121.46,Uncategorized,Not Specified
1495,2013-12-20,2013-12-29,1690,Bloomington Multisport,504,Cup-Shaped Race,3,48.76,146.29,Uncategorized,Not Specified
1496,2013-12-20,2013-12-29,1566,Burnett Road Warriors,497,Pinch Bolt,3,34.19,102.56,Uncategorized,Not Specified
1497,2013-12-20,2013-12-29,1698,Business Equipment Center,323,Crown Race,3,50.26,150.79,Uncategorized,Not Specified
1498,2013-12-20,2013-12-29,1560,Capital Road Cycles,523,LL Spindle/Axle,550,10.73,5902.05,Uncategorized,Not Specified
1498,2013-12-20,2013-12-29,1560,Capital Road Cycles,524,HL Spindle/Axle,550,14.12,7767.38,Uncategorized,Not Specified
1499,2013-12-20,2013-12-29,1692,Carlson Specialties,495,Paint - Blue,60,63.69,3821.58,Uncategorized,Not Specified
1499,2013-12-20,2013-12-29,1692,Carlson Specialties,496,Paint - Yellow,60,48.91,2934.54,Uncategorized,Not Specified
1500,2013-12-20,2013-12-29,1696,Chicago City Saddles,908,LL Mountain Seat/Saddle,550,21.09,11601.98,Components,Saddles
1500,2013-12-20,2013-12-29,1696,Chicago City Saddles,909,ML Mountain Seat/Saddle,550,30.44,16741.73,Components,Saddles
1500,2013-12-20,2013-12-29,1696,Chicago City Saddles,910,HL Mountain Seat/Saddle,550,40.94,22516.73,Components,Saddles
1501,2013-12-23,2014-01-01,1504,Chicago Rent-All,506,Reflector,60,9.2,551.88,Uncategorized,Not Specified
1502,2013-12-23,2014-01-01,1544,Circuit Cycles,351,Front Derailleur Cage,550,5.78,3176.25,Uncategorized,Not Specified
1502,2013-12-23,2014-01-01,1544,Circuit Cycles,352,Front Derailleur Linkage,550,1.16,635.25,Uncategorized,Not Specified
1503,2013-12-23,2014-01-01,1530,Comfort Road Bicycles,507,LL Mountain Rim,550,23.39,12866.7,Uncategorized,Not Specified
1503,2013-12-23,2014-01-01,1530,Comfort Road Bicycles,508,ML Mountain Rim,550,27.65,15205.58,Uncategorized,Not Specified
1504,2013-12-23,2014-01-01,1508,"Compete Enterprises, Inc",355,Guide Pulley,550,1.37,750.75,Uncategorized,Not Specified
1504,2013-12-23,2014-01-01,1508,"Compete Enterprises, Inc",940,HL Road Pedal,550,62.99,34644.23,Components,Pedals
1505,2013-12-23,2014-01-01,1694,"Compete, Inc.",351,Front Derailleur Cage,550,6.2,3407.25,Uncategorized,Not Specified
1505,2013-12-23,2014-01-01,1694,"Compete, Inc.",352,Front Derailleur Linkage,550,1.47,808.5,Uncategorized,Not Specified
1505,2013-12-23,2014-01-01,1694,"Compete, Inc.",679,Rear Derailleur Cage,550,6.2,3407.25,Uncategorized,Not Specified
1506,2013-12-23,2014-01-01,1624,Competition Bike Training Systems,507,LL Mountain Rim,550,22.17,12191.03,Uncategorized,Not Specified
1506,2013-12-23,2014-01-01,1624,Competition Bike Training Systems,508,ML Mountain Rim,550,29.28,16106.48,Uncategorized,Not Specified
1507,2013-12-23,2014-01-01,1548,Consumer Cycles,491,HL Nipple,3,19.98,59.94,Uncategorized,Not Specified
1508,2013-12-23,2014-01-01,1598,Continental Pro Cycles,341,Flat Washer 1,3,41.17,123.51,Uncategorized,Not Specified
1508,2013-12-23,2014-01-01,1598,Continental Pro Cycles,342,Flat Washer 6,3,39.07,117.21,Uncategorized,Not Specified
1508,2013-12-23,2014-01-01,1598,Continental Pro Cycles,343,Flat Washer 2,3,43.34,130.03,Uncategorized,Not Specified
1508,2013-12-23,2014-01-01,1598,Continental Pro Cycles,344,Flat Washer 9,3,39.07,117.21,Uncategorized,Not Specified
1508,2013-12-23,2014-01-01,1598,Continental Pro Cycles,345,Flat Washer 4,3,36.97,110.91,Uncategorized,Not Specified
1509,2013-12-23,2014-01-01,1658,Crowley Sport,935,LL Mountain Pedal,550,31.49,17319.23,Components,Pedals
1509,2013-12-23,2014-01-01,1658,Crowley Sport,936,ML Mountain Pedal,550,48.29,26559.23,Components,Pedals
1510,2013-12-23,2014-01-01,1536,Cruger Bike Company,386,Hex Nut 1,3,45.44,136.33,Uncategorized,Not Specified
1510,2013-12-23,2014-01-01,1536,Cruger Bike Company,387,Hex Nut 10,3,41.17,123.51,Uncategorized,Not Specified
1510,2013-12-23,2014-01-01,1536,Cruger Bike Company,388,Hex Nut 11,3,39.07,117.21,Uncategorized,Not Specified
1511,2013-12-23,2014-01-01,1568,"Custom Frames, Inc.",483,Metal Sheet 3,550,9.69,5330.33,Uncategorized,Not Specified
1511,2013-12-23,2014-01-01,1568,"Custom Frames, Inc.",484,Metal Sheet 7,550,6.88,3782.63,Uncategorized,Not Specified
1511,2013-12-23,2014-01-01,1568,"Custom Frames, Inc.",485,Metal Sheet 4,550,7.8,4290.83,Uncategorized,Not Specified
1511,2013-12-23,2014-01-01,1568,"Custom Frames, Inc.",486,Metal Sheet 5,550,8.76,4816.35,Uncategorized,Not Specified
1512,2013-12-23,2014-01-01,1648,Wide World Importers,402,Keyed Washer,3,47.47,142.41,Uncategorized,Not Specified
1513,2013-12-23,2014-01-01,1646,Electronic Bike Repair & Supplies,512,HL Road Rim,550,34.98,19236.53,Uncategorized,Not Specified
1514,2013-12-23,2014-01-01,1672,Expert Bike Co,403,External Lock Washer 3,3,45.37,136.11,Uncategorized,Not Specified
1514,2013-12-23,2014-01-01,1672,Expert Bike Co,404,External Lock Washer 4,3,49.64,148.93,Uncategorized,Not Specified
1515,2013-12-23,2014-01-01,1600,Federal Sport,525,LL Shell,550,2.32,1276.28,Uncategorized,Not Specified
1516,2013-12-23,2014-01-01,1522,First National Sport Co.,526,HL Shell,550,3.64,2003.93,Uncategorized,Not Specified
1517,2013-12-24,2014-01-02,1570,First Rate Bicycles,908,LL Mountain Seat/Saddle,550,21.09,11601.98,Components,Saddles
1517,2013-12-24,2014-01-02,1570,First Rate Bicycles,909,ML Mountain Seat/Saddle,550,30.44,16741.73,Components,Saddles
1517,2013-12-24,2014-01-02,1570,First Rate Bicycles,913,HL Road Seat/Saddle,550,40.94,22516.73,Components,Saddles
1518,2013-12-24,2014-01-02,1516,Gardner Touring Cycles,356,LL Grip Tape,60,3.6,216.09,Uncategorized,Not Specified
1518,2013-12-24,2014-01-02,1516,Gardner Touring Cycles,357,ML Grip Tape,60,3.98,238.77,Uncategorized,Not Specified
1519,2013-12-24,2014-01-02,1506,Greenwood Athletic Company,935,LL Mountain Pedal,550,31.49,17319.23,Components,Pedals
1519,2013-12-24,2014-01-02,1506,Greenwood Athletic Company,936,ML Mountain Pedal,550,48.29,26559.23,Components,Pedals
1520,2013-12-24,2014-01-02,1626,Hill Bicycle Center,524,HL Spindle/Axle,550,12.97,7132.13,Uncategorized,Not Specified
1521,2013-12-24,2014-01-02,1542,Hill's Bicycle Service,911,LL Road Seat/Saddle,550,21.09,11601.98,Components,Saddles
1521,2013-12-24,2014-01-02,1542,Hill's Bicycle Service,912,ML Road Seat/Saddle,550,30.44,16741.73,Components,Saddles
1522,2013-12-24,2014-01-02,1610,Hybrid Bicycle Center,910,HL Mountain Seat/Saddle,550,40.94,22516.73,Components,Saddles
1523,2013-12-24,2014-01-02,1638,Inline Accessories,937,HL Mountain Pedal,550,62.99,34644.23,Components,Pedals
1524,2013-12-24,2014-01-02,1582,Inner City Bikes,463,Lock Washer 4,3,47.52,142.57,Uncategorized,Not Specified
1524,2013-12-24,2014-01-02,1582,Inner City Bikes,464,Lock Washer 5,3,45.42,136.27,Uncategorized,Not Specified
1525,2013-12-24,2014-01-02,1510,International,462,Lower Head Race,3,47.68,143.04,Uncategorized,Not Specified
1526,2013-12-24,2014-01-02,1526,International Bicycles,510,LL Road Rim,550,23.4,12872.48,Uncategorized,Not Specified
1526,2013-12-24,2014-01-02,1526,International Bicycles,511,ML Road Rim,550,27.87,15326.85,Uncategorized,Not Specified
1527,2013-12-24,2014-01-02,1644,International Sport Assoc.,527,Spokes,550,6.75,3713.33,Uncategorized,Not Specified
1528,2013-12-24,2014-01-02,1680,Jackson Authority,938,LL Road Pedal,550,31.49,17319.23,Components,Pedals
1528,2013-12-24,2014-01-02,1680,Jackson Authority,939,ML Road Pedal,550,48.29,26559.23,Components,Pedals
1528,2013-12-24,2014-01-02,1680,Jackson Authority,509,HL Mountain Rim,550,36.28,19952.63,Uncategorized,Not Specified
1529,2013-12-24,2014-01-02,1584,Trey Research,495,Paint - Blue,60,62.93,3775.59,Uncategorized,Not Specified
1529,2013-12-24,2014-01-02,1584,Trey Research,496,Paint - Yellow,60,49.65,2979.27,Uncategorized,Not Specified
1530,2013-12-24,2014-01-02,1620,Lakewood Bicycle,523,LL Spindle/Axle,550,10.38,5711.48,Uncategorized,Not Specified
1531,2013-12-24,2014-01-02,1666,Leaf River Terrain,429,Thin-Jam Lock Nut 6,3,41.38,124.14,Uncategorized,Not Specified
1531,2013-12-24,2014-01-02,1666,Leaf River Terrain,430,Thin-Jam Lock Nut 3,3,45.65,136.96,Uncategorized,Not Specified
1531,2013-12-24,2014-01-02,1666,Leaf River Terrain,431,Thin-Jam Lock Nut 4,3,41.38,124.14,Uncategorized,Not Specified
1531,2013-12-24,2014-01-02,1666,Leaf River Terrain,432,Thin-Jam Lock Nut 13,3,39.28,117.84,Uncategorized,Not Specified
1532,2013-12-24,2014-01-02,1592,Lindell,490,LL Nipple,3,12.72,38.15,Uncategorized,Not Specified
1532,2013-12-24,2014-01-02,1592,Lindell,491,HL Nipple,3,19.94,59.82,Uncategorized,Not Specified
1533,2013-12-25,2014-01-03,1618,Metro Sport Equipment,528,Seat Lug,3,38.16,114.47,Uncategorized,Not Specified
1534,2013-12-25,2014-01-03,1612,"Midwest Sport, Inc.",505,Cone-Shaped Race,3,44.22,132.65,Uncategorized,Not Specified
1535,2013-12-25,2014-01-03,1586,Mitchell Sports,938,LL Road Pedal,550,31.49,17319.23,Components,Pedals
1535,2013-12-25,2014-01-03,1586,Mitchell Sports,939,ML Road Pedal,550,48.29,26559.23,Components,Pedals
1536,2013-12-25,2014-01-03,1500,Morgan Bike Accessories,358,HL Grip Tape,60,6.98,418.95,Uncategorized,Not Specified
1537,2013-12-25,2014-01-03,1656,Mountain Works,450,Lock Nut 10,3,39.28,117.84,Uncategorized,Not Specified
1537,2013-12-25,2014-01-03,1656,Mountain Works,451,Lock Nut 11,3,37.18,111.54,Uncategorized,Not Specified
1537,2013-12-25,2014-01-03,1656,Mountain Works,452,Lock Nut 2,3,41.45,124.36,Uncategorized,Not Specified
1537,2013-12-25,2014-01-03,1656,Mountain Works,453,Lock Nut 20,3,37.18,111.54,Uncategorized,Not Specified
1537,2013-12-25,2014-01-03,1656,Mountain Works,454,Lock Nut 21,3,47.52,142.57,Uncategorized,Not Specified
1537,2013-12-25,2014-01-03,1656,Mountain Works,455,Lock Nut 3,3,45.42,136.27,Uncategorized,Not Specified
1538,2013-12-25,2014-01-03,1572,National Bike Association,356,LL Grip Tape,60,3.38,202.86,Uncategorized,Not Specified
1538,2013-12-25,2014-01-03,1572,National Bike Association,357,ML Grip Tape,60,4.32,258.93,Uncategorized,Not Specified
1539,2013-12-25,2014-01-03,1562,Norstan Bike Hut,382,Hex Nut 22,3,36.97,110.91,Uncategorized,Not Specified
1539,2013-12-25,2014-01-03,1562,Norstan Bike Hut,383,Hex Nut 23,3,41.24,123.73,Uncategorized,Not Specified
1539,2013-12-25,2014-01-03,1562,Norstan Bike Hut,384,Hex Nut 12,3,36.97,110.91,Uncategorized,Not Specified
1539,2013-12-25,2014-01-03,1562,Norstan Bike Hut,385,Hex Nut 13,3,43.22,129.65,Uncategorized,Not Specified
1539,2013-12-25,2014-01-03,1562,Norstan Bike Hut,386,Hex Nut 1,3,47.49,142.47,Uncategorized,Not Specified
1540,2013-12-25,2014-01-03,1662,Northern Bike Travel,490,LL Nipple,3,12.36,37.08,Uncategorized,Not Specified
1541,2013-12-25,2014-01-03,1682,"Premier Sport, Inc.",513,Touring Rim,550,39.2,21558.08,Uncategorized,Not Specified
1542,2013-12-25,2014-01-03,1686,Pro Sport Industries,408,External Lock Washer 6,3,36.97,110.91,Uncategorized,Not Specified
1542,2013-12-25,2014-01-03,1686,Pro Sport Industries,409,External Lock Washer 1,3,41.24,123.73,Uncategorized,Not Specified
1543,2013-12-25,2014-01-03,1684,Professional Athletic Consultants,933,HL Road Tire,550,43.98,24191.48,Accessories,Tires and Tubes
1543,2013-12-25,2014-01-03,1684,Professional Athletic Consultants,934,Touring Tire,550,38.15,20980.58,Accessories,Tires and Tubes
1544,2013-12-25,2014-01-03,1534,Ready Rentals,422,Thin-Jam Lock Nut 9,3,47.68,143.04,Uncategorized,Not Specified
1544,2013-12-25,2014-01-03,1534,Ready Rentals,423,Thin-Jam Lock Nut 10,3,45.58,136.74,Uncategorized,Not Specified
1545,2013-12-26,2014-01-04,1614,"Reliance Fitness, Inc.",345,Flat Washer 4,3,43.38,130.13,Uncategorized,Not Specified
1545,2013-12-26,2014-01-04,1614,"Reliance Fitness, Inc.",346,Flat Washer 3,3,47.65,142.95,Uncategorized,Not Specified
1545,2013-12-26,2014-01-04,1614,"Reliance Fitness, Inc.",347,Flat Washer 8,3,43.38,130.13,Uncategorized,Not Specified
1545,2013-12-26,2014-01-04,1614,"Reliance Fitness, Inc.",348,Flat Washer 5,3,41.28,123.83,Uncategorized,Not Specified
1545,2013-12-26,2014-01-04,1614,"Reliance Fitness, Inc.",349,Flat Washer 7,3,45.55,136.65,Uncategorized,Not Specified
1546,2013-12-26,2014-01-04,1588,Signature Cycles,931,LL Road Tire,550,34.35,18890.03,Accessories,Tires and Tubes
1546,2013-12-26,2014-01-04,1588,Signature Cycles,932,ML Road Tire,550,39.24,21581.18,Accessories,Tires and Tubes
1547,2013-12-26,2014-01-04,1622,Speed Corporation,341,Flat Washer 1,3,47.47,142.41,Uncategorized,Not Specified
1547,2013-12-26,2014-01-04,1622,Speed Corporation,342,Flat Washer 6,3,45.37,136.11,Uncategorized,Not Specified
1547,2013-12-26,2014-01-04,1622,Speed Corporation,343,Flat Washer 2,3,49.64,148.93,Uncategorized,Not Specified
1547,2013-12-26,2014-01-04,1622,Speed Corporation,344,Flat Washer 9,3,45.37,136.11,Uncategorized,Not Specified
1547,2013-12-26,2014-01-04,1622,Speed Corporation,345,Flat Washer 4,3,43.27,129.81,Uncategorized,Not Specified
1547,2013-12-26,2014-01-04,1622,Speed Corporation,346,Flat Washer 3,3,47.54,142.63,Uncategorized,Not Specified
1548,2013-12-26,2014-01-04,1632,Sport Fan Co.,928,LL Mountain Tire,550,32.77,18023.78,Accessories,Tires and Tubes
1548,2013-12-26,2014-01-04,1632,Sport Fan Co.,929,ML Mountain Tire,550,37.09,20397.3,Accessories,Tires and Tubes
1548,2013-12-26,2014-01-04,1632,Sport Fan Co.,930,HL Mountain Tire,550,43.04,23671.73,Accessories,Tires and Tubes
1549,2013-12-26,2014-01-04,1608,Sport Playground,332,Freewheel,550,10.82,5948.25,Uncategorized,Not Specified
1550,2013-12-26,2014-01-04,1576,Superior Bicycles,948,Front Brakes,550,82.83,45558.98,Components,Brakes
1550,2013-12-26,2014-01-04,1576,Superior Bicycles,907,Rear Brakes,550,82.83,45558.98,Components,Brakes
1551,2013-12-26,2014-01-04,1590,SUPERSALES INC.,325,Decal 1,1250,0.21,262.5,Uncategorized,Not Specified
1551,2013-12-26,2014-01-04,1590,SUPERSALES INC.,326,Decal 2,1250,0.21,262.5,Uncategorized,Not Specified
1552,2013-12-26,2014-01-04,1514,Training Systems,320,Chainring Bolts,3,49.64,148.93,Uncategorized,Not Specified
1552,2013-12-26,2014-01-04,1514,Training Systems,321,Chainring Nut,3,44.32,132.96,Uncategorized,Not Specified
1553,2013-12-26,2014-01-04,1498,"Trikes, Inc.",930,HL Mountain Tire,550,42.51,23382.98,Accessories,Tires and Tubes
1553,2013-12-26,2014-01-04,1498,"Trikes, Inc.",921,Mountain Tire Tube,550,5.59,3072.3,Accessories,Tires and Tubes
1554,2013-12-26,2014-01-04,1674,Varsity Sport Co.,952,Chain,60,15.74,944.37,Components,Chains
1555,2013-12-26,2014-01-04,1652,Victory Bikes,933,HL Road Tire,550,43.46,23902.73,Accessories,Tires and Tubes
1555,2013-12-26,2014-01-04,1652,Victory Bikes,934,Touring Tire,550,37.62,20691.83,Accessories,Tires and Tubes
1555,2013-12-26,2014-01-04,1652,Victory Bikes,922,Road Tire Tube,550,6.53,3592.05,Accessories,Tires and Tubes
1555,2013-12-26,2014-01-04,1652,Victory Bikes,923,Touring Tire Tube,550,6.18,3401.48,Accessories,Tires and Tubes
1556,2013-12-26,2014-01-04,1578,"Vision Cycles, Inc.",317,LL Crankarm,550,29.58,16268.18,Uncategorized,Not Specified
1556,2013-12-26,2014-01-04,1578,"Vision Cycles, Inc.",318,ML Crankarm,550,36.1,19854.45,Uncategorized,Not Specified
1556,2013-12-26,2014-01-04,1578,"Vision Cycles, Inc.",319,HL Crankarm,550,48.58,26720.93,Uncategorized,Not Specified
1557,2013-12-30,2014-01-08,1538,Vista Road Bikes,928,LL Mountain Tire,550,32.25,17735.03,Accessories,Tires and Tubes
1557,2013-12-30,2014-01-08,1538,Vista Road Bikes,929,ML Mountain Tire,550,36.56,20108.55,Accessories,Tires and Tubes
1558,2013-12-30,2014-01-08,1556,West Junction Cycles,319,HL Crankarm,550,46.42,25531.28,Uncategorized,Not Specified
1559,2013-12-30,2014-01-08,1554,WestAmerica Bicycle Co.,373,Thin-Jam Hex Nut 12,3,41.3,123.89,Uncategorized,Not Specified
1559,2013-12-30,2014-01-08,1554,WestAmerica Bicycle Co.,374,Thin-Jam Hex Nut 11,3,37.02,111.07,Uncategorized,Not Specified
1560,2013-12-30,2014-01-08,1688,Wood Fitness,2,Bearing Ball,3,41.92,125.75,Uncategorized,Not Specified
1561,2013-12-30,2014-01-08,1580,"Litware, Inc.",1,Adjustable Race,3,50.26,150.79,Uncategorized,Not Specified
1562,2013-12-30,2014-01-08,1496,Advanced Bicycles,364,Thin-Jam Hex Nut 16,3,47.75,143.26,Uncategorized,Not Specified
1562,2013-12-30,2014-01-08,1496,Advanced Bicycles,365,Thin-Jam Hex Nut 5,3,43.48,130.44,Uncategorized,Not Specified
1563,2013-12-30,2014-01-08,1494,Allenson Cycles,530,Seat Post,550,16.09,8847.3,Uncategorized,Not Specified
1564,2013-12-30,2014-01-08,1650,American Bicycles and Wheels,4,Headset Ball Bearings,3,57.03,171.08,Uncategorized,Not Specified
1565,2013-12-30,2014-01-08,1654,American Bikes,512,HL Road Rim,550,37.09,20397.3,Uncategorized,Not Specified
1566,2013-12-30,2014-01-08,1664,Anderson's Custom Bikes,513,Touring Rim,550,26.6,14628.08,Uncategorized,Not Specified
1567,2013-12-30,2014-01-08,1678,"Proseware, Inc.",317,LL Crankarm,550,27.06,14882.18,Uncategorized,Not Specified
1567,2013-12-30,2014-01-08,1678,"Proseware, Inc.",318,ML Crankarm,550,33.58,18468.45,Uncategorized,Not Specified
1567,2013-12-30,2014-01-08,1678,"Proseware, Inc.",319,HL Crankarm,550,46.06,25334.93,Uncategorized,Not Specified
1568,2013-12-30,2014-01-08,1616,Aurora Bike Center,415,Internal Lock Washer 5,3,39.07,117.21,Uncategorized,Not Specified
1568,2013-12-30,2014-01-08,1616,Aurora Bike Center,416,Internal Lock Washer 7,3,36.97,110.91,Uncategorized,Not Specified
1568,2013-12-30,2014-01-08,1616,Aurora Bike Center,417,Internal Lock Washer 6,3,41.24,123.73,Uncategorized,Not Specified
1568,2013-12-30,2014-01-08,1616,Aurora Bike Center,418,Internal Lock Washer 10,3,36.97,110.91,Uncategorized,Not Specified
1568,2013-12-30,2014-01-08,1616,Aurora Bike Center,419,Internal Lock Washer 1,3,34.87,104.61,Uncategorized,Not Specified
1569,2013-12-30,2014-01-08,1492,Australia Bike Retailer,436,Thin-Jam Lock Nut 12,3,41.3,123.89,Uncategorized,Not Specified
1569,2013-12-30,2014-01-08,1492,Australia Bike Retailer,437,Thin-Jam Lock Nut 11,3,37.02,111.07,Uncategorized,Not Specified
1570,2013-12-30,2014-01-08,1602,Beaumont Bikes,320,Chainring Bolts,3,47.47,142.41,Uncategorized,Not Specified
1570,2013-12-30,2014-01-08,1602,Beaumont Bikes,321,Chainring Nut,3,42.8,128.39,Uncategorized,Not Specified
1570,2013-12-30,2014-01-08,1602,Beaumont Bikes,322,Chainring,60,25.42,1525.23,Uncategorized,Not Specified
1571,2013-12-30,2014-01-08,1540,Bergeron Off-Roads,445,Lock Nut 22,3,41.3,123.89,Uncategorized,Not Specified
